@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureTreeSize numeric
@attribute measureOutOfBagError numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',3,5,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0047,90000,10000,5202,4798,0,52.02,47.98,0,0.040342,0.490092,0.513005,98.019362,102.601426,9999.926148,14751.987882,-4752.061734,0.999993,1.475199,-0.475206,220.984112,0.022098,22098.578999,0.529506,2656,0.489165,2438,0.510835,2546,0.470494,2360,0.521398,0.529506,0.52542,0.040347,0.530258,0.53082,0.5202,0.47986,0.52014,0.4798,0.520181,0.5202,0.520159,0.040347,0.530258,0.530566,0.520142,0.5202,94.818,0.639,92.84375,0.625,92843.75,625,71891242,11251719,1251719,99.83,99.625,?,?,0.481011,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',3,6,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0048,90000,10000,5223,4777,0,52.23,47.77,0,0.044553,0.489014,0.511952,97.803795,102.390859,9999.926148,18986.371459,-8986.44531,0.999993,1.898637,-0.898645,245.503152,0.02455,24550.50159,0.529904,2658,0.485353,2419,0.514647,2565,0.470096,2358,0.523538,0.529904,0.526702,0.044556,0.53385,0.532375,0.5223,0.477749,0.522251,0.4777,0.522285,0.5223,0.522273,0.044556,0.533854,0.533601,0.522259,0.5223,91.512,0.62,89.71875,0.625,89718.75,625,72040106,11251719,1251719,99.86,99.635,?,?,0.481922,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',3,7,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.005,90000,10000,5302,4698,0,53.02,46.98,0,0.060336,0.487242,0.510408,97.449323,102.082103,9999.926148,18946.075072,-8946.148924,0.999993,1.894608,-0.894615,291.814833,0.029181,29181.704865,0.54067,2712,0.480337,2394,0.519663,2590,0.45933,2304,0.53114,0.54067,0.535862,0.060346,0.542954,0.536383,0.5302,0.469867,0.530133,0.4698,0.530183,0.5302,0.530148,0.060346,0.542957,0.539139,0.53013,0.5302,91.885,0.646,90,0.625,90000,625,72174745,11251719,1251719,99.86,99.61,?,?,0.482533,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',3,8,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0051,90000,10000,5261,4739,0,52.61,47.39,0,0.05213,0.488531,0.511336,97.707118,102.267653,9999.926148,14699.681188,-4699.75504,0.999993,1.469968,-0.469976,260.709834,0.026071,26071.181359,0.53748,2696,0.485353,2419,0.514647,2565,0.46252,2320,0.527077,0.53748,0.532228,0.05214,0.53776,0.533585,0.5261,0.473973,0.526027,0.4739,0.52608,0.5261,0.526039,0.05214,0.537751,0.535154,0.526019,0.5261,84.537,0.637,82.625,0.625,82625,625,72011285,11251719,1251719,99.84,99.6,?,?,0.481633,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',3,9,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0053,90000,10000,5258,4742,0,52.58,47.42,0,0.051528,0.487545,0.510918,97.509952,102.184126,9999.926148,20030.424738,-10030.49859,0.999993,2.003042,-1.00305,279.082083,0.027908,27908.42016,0.53748,2696,0.485955,2422,0.514045,2562,0.46252,2320,0.526768,0.53748,0.53207,0.051539,0.538672,0.535562,0.5258,0.474275,0.525725,0.4742,0.52578,0.5258,0.525735,0.051539,0.538672,0.53749,0.525715,0.5258,94.34,0.617,91.75,0.625,91750,625,71952153,11251719,1251719,99.85,99.55,?,?,0.480489,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',3,10,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0055,90000,10000,5213,4787,0,52.13,47.87,0,0.042549,0.489632,0.512132,97.927425,102.426896,9999.926148,14720.957182,-4721.031034,0.999993,1.472096,-0.472103,232.418486,0.023242,23242.025092,0.529506,2656,0.486958,2427,0.513042,2557,0.470494,2360,0.522526,0.529506,0.525993,0.042553,0.532433,0.53247,0.5213,0.478753,0.521247,0.4787,0.521283,0.5213,0.521268,0.042553,0.532437,0.5321,0.521253,0.5213,92.489,0.618,90.390625,0.609375,90390.625,609.375,72122560,11251719,1251719,99.85,99.575,?,?,0.4835,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',4,1,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0056,90000,10000,5166,4834,0,51.66,48.34,0,0.033151,0.489675,0.512991,97.936039,102.598715,9999.91684,15836.026384,-5836.109544,0.999992,1.583603,-0.583611,231.858378,0.023186,23186.011396,0.524018,2629,0.490869,2446,0.509131,2537,0.475982,2388,0.51803,0.524018,0.521007,0.033153,0.532719,0.527846,0.5166,0.483451,0.516549,0.4834,0.516583,0.5166,0.516574,0.033153,0.532719,0.531265,0.516559,0.5166,88.515,0.642,86.484375,0.640625,86484.375,640.625,72043827,11251719,1251719,99.81,99.56,?,?,0.482256,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',4,2,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0058,90000,10000,5268,4732,0,52.68,47.32,0,0.05355,0.488045,0.511401,97.609998,102.280766,9999.91684,18977.662658,-8977.745817,0.999992,1.897766,-0.897775,271.501768,0.02715,27150.380181,0.534383,2681,0.480835,2396,0.519165,2587,0.465617,2336,0.528068,0.534383,0.531207,0.053554,0.539174,0.535816,0.5268,0.473252,0.526748,0.4732,0.526785,0.5268,0.526773,0.053554,0.539174,0.536431,0.526758,0.5268,89.146,0.67,86.84375,0.671875,86843.75,671.875,72022649,11251719,1251719,99.82,99.53,?,?,0.482889,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',4,3,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0059,90000,10000,5189,4811,0,51.89,48.11,0,0.037753,0.489061,0.51212,97.813143,102.424597,9999.926148,18990.373253,-8990.447104,0.999993,1.899037,-0.899045,240.900034,0.02409,24090.186324,0.526515,2641,0.488764,2436,0.511236,2548,0.473485,2375,0.520189,0.526515,0.523333,0.037755,0.531997,0.532708,0.5189,0.481149,0.518851,0.4811,0.518884,0.5189,0.518873,0.037755,0.531997,0.533468,0.518858,0.5189,95.03,0.646,90.34375,0.625,90343.75,625,72069440,11251719,1251719,99.82,99.56,?,?,0.479711,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',4,4,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0101,90000,10000,5198,4802,0,51.98,48.02,0,0.039607,0.490854,0.513908,98.171764,102.782201,9999.926148,13708.283788,-3708.35764,0.999993,1.370828,-0.370836,204.129172,0.020413,20413.072201,0.518541,2601,0.478933,2387,0.521067,2597,0.481459,2415,0.521451,0.518541,0.519992,0.039608,0.528245,0.526315,0.5198,0.480192,0.519808,0.4802,0.519809,0.5198,0.519801,0.039608,0.528241,0.528235,0.5198,0.5198,97.989,0.673,94.609375,0.671875,94609.375,671.875,72159775,11251719,1251719,99.88,99.625,?,?,0.481889,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',4,5,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0103,90000,10000,5280,4720,0,52.8,47.2,0,0.055944,0.48831,0.51095,97.663058,102.190499,9999.926148,13612.103155,-3612.177007,0.999993,1.36121,-0.361218,264.619856,0.026462,26462.186565,0.537081,2694,0.48114,2398,0.51886,2586,0.462919,2322,0.529065,0.537081,0.533043,0.055951,0.538054,0.534916,0.528,0.472058,0.527942,0.472,0.527984,0.528,0.527961,0.055951,0.538051,0.536405,0.527945,0.528,105.508,0.705,98.03125,0.65625,98031.25,656.25,72047694,11251719,1251719,99.89,99.64,?,?,0.480967,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',4,6,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0105,90000,10000,5271,4729,0,52.71,47.29,0,0.054113,0.487296,0.510005,97.46023,102.001552,9999.926148,15704.166208,-5704.24006,0.999993,1.570417,-0.570424,286.947533,0.028695,28694.971165,0.541268,2715,0.487159,2428,0.512841,2556,0.458732,2301,0.527902,0.541268,0.534501,0.054131,0.541102,0.541447,0.5271,0.472991,0.527009,0.4729,0.527079,0.5271,0.527004,0.054131,0.541102,0.539599,0.52698,0.5271,101.603,0.729,94.359375,0.671875,94359.375,671.875,72107032,11251719,1251719,99.9,99.595,?,?,0.4794,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',4,7,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0106,90000,10000,5207,4793,0,52.07,47.93,0,0.041322,0.489161,0.511618,97.833194,102.324176,9999.926148,12549.095386,-2549.169238,0.999993,1.25491,-0.254917,239.860123,0.023986,23986.194384,0.533293,2675,0.491974,2452,0.508026,2532,0.466707,2341,0.521748,0.533293,0.527457,0.041332,0.532216,0.533782,0.5207,0.479381,0.520619,0.4793,0.520676,0.5207,0.520624,0.041332,0.532218,0.534396,0.520602,0.5207,92.787,1.198,88.421875,0.75,88421.875,750,72005937,11251719,1251719,99.9,99.6,?,?,0.482867,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',4,8,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0108,90000,10000,5164,4836,0,51.64,48.36,0,0.032743,0.489366,0.511904,97.874206,102.381267,9999.926148,17918.055038,-7918.12889,0.999993,1.791806,-0.791813,237.030062,0.023703,23703.186196,0.525518,2636,0.492777,2456,0.507223,2528,0.474482,2380,0.517675,0.525518,0.521567,0.032747,0.532833,0.529998,0.5164,0.483659,0.516341,0.4836,0.51638,0.5164,0.51636,0.032747,0.532836,0.532789,0.516344,0.5164,98.168,0.684,89.484375,0.671875,89484.375,671.875,72145471,11251719,1251719,99.86,99.635,?,?,0.479444,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',4,9,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.011,90000,10000,5273,4727,0,52.73,47.27,0,0.054561,0.487298,0.510102,97.46068,102.020924,9999.926148,15721.540598,-5721.614449,0.999993,1.572154,-0.572161,288.495938,0.02885,28849.812901,0.533692,2677,0.479133,2388,0.520867,2596,0.466308,2339,0.528529,0.533692,0.531098,0.054563,0.542045,0.536769,0.5273,0.472741,0.527259,0.4727,0.527288,0.5273,0.527281,0.054563,0.542044,0.539087,0.527269,0.5273,95.583,0.794,91.703125,0.765625,91703.125,765.625,72137338,11251719,1251719,99.87,99.6,?,?,0.4828,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',4,10,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0111,90000,10000,5242,4758,0,52.42,47.58,0,0.048372,0.487226,0.510327,97.446175,102.065839,9999.926148,16792.594175,-6792.668027,0.999993,1.679259,-0.679267,286.810551,0.028681,28681.272914,0.528708,2652,0.480337,2394,0.519663,2590,0.471292,2364,0.525565,0.528708,0.527132,0.048373,0.540206,0.540217,0.5242,0.475829,0.524171,0.4758,0.524192,0.5242,0.524191,0.048373,0.540206,0.539342,0.524182,0.5242,90.075,0.685,85.90625,0.640625,85906.25,640.625,72038974,11251719,1251719,99.89,99.645,?,?,0.478778,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',5,1,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0113,90000,10000,5136,4864,0,51.36,48.64,0,0.027178,0.491364,0.513987,98.273861,102.797955,9999.926148,21205.519073,-11205.592925,0.999993,2.120552,-1.120559,193.290736,0.019329,19329.220395,0.517145,2594,0.489968,2442,0.510032,2542,0.482855,2422,0.515091,0.517145,0.516116,0.027178,0.526768,0.524625,0.5136,0.486423,0.513577,0.4864,0.513594,0.5136,0.513595,0.027178,0.526775,0.526172,0.513587,0.5136,109.658,0.709,97.609375,0.65625,97609.375,656.25,72071687,11251719,1251719,99.83,99.595,?,?,0.481233,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',5,2,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0115,90000,10000,5301,4699,0,53.01,46.99,0,0.06012,0.486506,0.509765,97.302292,101.953586,9999.926148,13570.32462,-3570.398472,0.999993,1.357032,-0.35704,304.015141,0.030402,30401.744935,0.543262,2725,0.483146,2408,0.516854,2576,0.456738,2291,0.530879,0.543262,0.536999,0.060136,0.542767,0.536127,0.5301,0.469985,0.530015,0.4699,0.530081,0.5301,0.530018,0.060136,0.542767,0.541882,0.529996,0.5301,101.453,0.651,96.4375,0.640625,96437.5,640.625,71966054,11251719,1251719,99.86,99.53,?,?,0.4825,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',5,3,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0116,90000,10000,5166,4834,0,51.66,48.34,0,0.033141,0.490681,0.51365,98.137187,102.730445,9999.926148,11555.700192,-1555.774044,0.999993,1.15557,-0.155577,206.17509,0.020618,20617.665575,0.526116,2639,0.492978,2457,0.507022,2527,0.473884,2377,0.517857,0.526116,0.521954,0.033145,0.527707,0.527593,0.5166,0.483461,0.516539,0.4834,0.516579,0.5166,0.516557,0.033145,0.5277,0.529147,0.516539,0.5166,90.996,0.801,87.34375,0.71875,87343.75,718.75,72138143,11251719,1251719,99.91,99.645,?,?,0.477444,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',5,4,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0118,90000,10000,5252,4748,0,52.52,47.48,0,0.050292,0.487684,0.510325,97.537773,102.065456,9999.926148,10379.665801,-379.739653,0.999993,1.037967,-0.037974,278.948312,0.027895,27895.042989,0.542863,2723,0.492576,2455,0.507424,2529,0.457137,2293,0.525879,0.542863,0.534236,0.050318,0.540289,0.538566,0.5252,0.474913,0.525087,0.4748,0.525177,0.5252,0.525051,0.050318,0.540289,0.53863,0.525021,0.5252,92.161,0.923,87.515625,0.75,87515.625,750,72017653,11251719,1251719,99.9,99.655,?,?,0.480944,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',5,5,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.012,90000,10000,5199,4801,0,51.99,48.01,0,0.039738,0.487458,0.510481,97.492699,102.096689,9999.926148,17863.275889,-7863.349741,0.999993,1.786328,-0.786335,276.458482,0.027646,27646.058124,0.529904,2658,0.490169,2443,0.509831,2541,0.470096,2358,0.521074,0.529904,0.525452,0.039744,0.53678,0.53846,0.5199,0.480164,0.519836,0.4801,0.51988,0.5199,0.519852,0.039744,0.536776,0.538648,0.519834,0.5199,105.772,0.631,97.640625,0.625,97640.625,625,72143011,11251719,1251719,99.83,99.575,?,?,0.477589,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',5,6,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0121,90000,10000,5179,4821,0,51.79,48.21,0,0.035788,0.49066,0.513516,98.132923,102.703741,9999.926148,19055.789306,-9055.863158,0.999993,1.905579,-0.905586,209.486509,0.020949,20948.809915,0.519737,2607,0.483949,2412,0.516051,2572,0.480263,2409,0.519426,0.519737,0.519581,0.035788,0.529416,0.525531,0.5179,0.482112,0.517888,0.4821,0.517899,0.5179,0.517899,0.035788,0.529415,0.528558,0.517894,0.5179,88.642,0.606,83.71875,0.59375,83718.75,593.75,71948164,11251719,1251719,99.82,99.585,?,?,0.484778,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',5,7,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0123,90000,10000,5218,4782,0,52.18,47.82,0,0.043562,0.488596,0.511261,97.720151,102.252747,9999.926148,14689.780729,-4689.854581,0.999993,1.468978,-0.468985,255.056717,0.025506,25505.865409,0.527911,2648,0.48435,2414,0.51565,2570,0.472089,2368,0.523113,0.527911,0.525501,0.043564,0.535371,0.535503,0.5218,0.478239,0.521761,0.4782,0.521788,0.5218,0.521783,0.043564,0.535371,0.535337,0.521771,0.5218,93.374,0.701,90.71875,0.671875,90718.75,671.875,72005555,11251719,1251719,99.88,99.66,?,?,0.482456,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',5,8,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0125,90000,10000,5226,4774,0,52.26,47.74,0,0.045135,0.489147,0.51242,97.830335,102.484446,9999.926148,14720.270487,-4720.344338,0.999993,1.472027,-0.472034,240.134507,0.024013,24013.632983,0.533094,2674,0.487961,2432,0.512039,2552,0.466906,2342,0.523698,0.533094,0.528354,0.045143,0.532118,0.532333,0.5226,0.477467,0.522533,0.4774,0.52258,0.5226,0.522548,0.045143,0.532118,0.533641,0.522529,0.5226,98.986,0.678,96.3125,0.671875,96312.5,671.875,72112943,11251719,1251719,99.83,99.56,?,?,0.484589,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',5,9,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0126,90000,10000,5150,4850,0,51.5,48.5,0,0.029911,0.492331,0.515024,98.467316,103.005331,9999.91684,18013.47322,-8013.55638,0.999992,1.801347,-0.801356,166.674517,0.016667,16667.576485,0.528403,2651,0.498495,2484,0.501505,2499,0.471597,2366,0.516261,0.528403,0.522262,0.029919,0.521322,0.523369,0.515,0.485091,0.514909,0.485,0.514969,0.515,0.514913,0.029919,0.521317,0.524017,0.514888,0.515,94.313,0.725,92.28125,0.65625,92281.25,656.25,72100096,11251719,1251719,99.85,99.605,?,?,0.479,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',5,10,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0128,90000,10000,5167,4833,0,51.67,48.33,0,0.033351,0.489943,0.513299,97.989634,102.660318,9999.91684,12610.427656,-2610.510816,0.999992,1.261043,-0.261051,218.317427,0.021832,21831.906247,0.524018,2629,0.490668,2445,0.509332,2538,0.475982,2388,0.518132,0.524018,0.521058,0.033354,0.527767,0.530766,0.5167,0.48335,0.51665,0.4833,0.516683,0.5167,0.516675,0.033354,0.527767,0.531577,0.51666,0.5167,103.085,0.683,99.859375,0.671875,99859.375,671.875,72228289,11251719,1251719,99.89,99.545,?,?,0.481756,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',6,1,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.013,90000,10000,5130,4870,0,51.3,48.7,0,0.025975,0.491351,0.514444,98.271244,102.88932,9999.91684,15859.226735,-5859.309895,0.999992,1.585923,-0.585931,189.005509,0.018901,18900.692435,0.516643,2592,0.490668,2445,0.509332,2538,0.483357,2425,0.514592,0.516643,0.515616,0.025976,0.524443,0.527164,0.513,0.487025,0.512975,0.487,0.512994,0.513,0.512995,0.025976,0.524442,0.526985,0.512986,0.513,98.763,0.687,96.609375,0.6875,96609.375,687.5,72038287,11251719,1251719,99.88,99.675,?,?,0.478167,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',6,2,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0131,90000,10000,5198,4802,0,51.98,48.02,0,0.039577,0.489814,0.51291,97.963789,102.582539,9999.91684,20090.683723,-10090.766883,0.999992,2.009068,-1.009077,227.670948,0.022767,22767.265292,0.523221,2625,0.483644,2410,0.516356,2573,0.476779,2392,0.521351,0.523221,0.522284,0.039577,0.531546,0.531655,0.5198,0.480223,0.519777,0.4802,0.519794,0.5198,0.519796,0.039577,0.531546,0.530874,0.519787,0.5198,99.225,0.7,96.765625,0.671875,96765.625,671.875,72173390,11251719,1251719,99.83,99.595,?,?,0.481189,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',6,3,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0133,90000,10000,5245,4755,0,52.45,47.55,0,0.048965,0.48766,0.510925,97.532943,102.185573,9999.926148,20032.342119,-10032.415971,0.999993,2.003234,-1.003242,277.690366,0.027769,27769.247414,0.530104,2659,0.48114,2398,0.51886,2586,0.469896,2357,0.525806,0.530104,0.527946,0.048967,0.539381,0.534479,0.5245,0.475536,0.524464,0.4755,0.524489,0.5245,0.524486,0.048967,0.539376,0.537463,0.524475,0.5245,97.057,0.707,94.53125,0.6875,94531.25,687.5,72124093,11251719,1251719,99.82,99.535,?,?,0.484467,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',6,4,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0135,90000,10000,5163,4837,0,51.63,48.37,0,0.032573,0.489911,0.512851,97.983199,102.57065,9999.926148,13677.050886,-3677.124738,0.999993,1.367705,-0.367712,222.169417,0.022217,22217.11042,0.520534,2611,0.487961,2432,0.512039,2552,0.479466,2405,0.517747,0.520534,0.519137,0.032574,0.5298,0.531153,0.5163,0.483727,0.516273,0.4837,0.516292,0.5163,0.516292,0.032574,0.5298,0.531352,0.516283,0.5163,98.366,0.718,95.8125,0.6875,95812.5,687.5,71990004,11251719,1251719,99.83,99.49,?,?,0.483133,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',6,5,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0137,90000,10000,5243,4757,0,52.43,47.57,0,0.048567,0.487702,0.511132,97.541418,102.226923,9999.926148,13600.992191,-3601.066043,0.999993,1.360099,-0.360107,273.203449,0.02732,27320.552359,0.529705,2657,0.48114,2398,0.51886,2586,0.470295,2359,0.525618,0.529705,0.527654,0.048568,0.537079,0.536769,0.5243,0.475735,0.524265,0.4757,0.52429,0.5243,0.524287,0.048568,0.537068,0.538229,0.524276,0.5243,94.551,0.699,92.03125,0.703125,92031.25,703.125,72066860,11251719,1251719,99.92,99.59,?,?,0.480544,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',6,6,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0138,90000,10000,5243,4757,0,52.43,47.57,0,0.048534,0.488252,0.511051,97.651432,102.210646,9999.926148,12537.34963,-2537.423482,0.999993,1.253735,-0.253742,264.185849,0.026419,26418.785536,0.535088,2684,0.486557,2425,0.513443,2559,0.464912,2332,0.525347,0.535088,0.530173,0.048542,0.53717,0.535005,0.5243,0.475769,0.524231,0.4757,0.52428,0.5243,0.524245,0.048542,0.53717,0.536602,0.524226,0.5243,92.628,0.672,90.28125,0.671875,90281.25,671.875,72143731,11251719,1251719,99.89,99.605,?,?,0.482467,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',6,7,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.014,90000,10000,5218,4782,0,52.18,47.82,0,0.043542,0.489838,0.513033,97.968608,102.607197,9999.926148,12612.210786,-2612.284638,0.999993,1.261221,-0.261228,230.08079,0.023008,23008.253695,0.5311,2664,0.48756,2430,0.51244,2554,0.4689,2352,0.522968,0.5311,0.527003,0.043548,0.533252,0.531386,0.5218,0.47826,0.52174,0.4782,0.521781,0.5218,0.521759,0.043548,0.533248,0.53159,0.521742,0.5218,94.168,0.7,91.375,0.671875,91375,671.875,72079322,11251719,1251719,99.89,99.615,?,?,0.479,?,?
'words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-30,38-53',6,8,weka.classifiers.trees.RandomForest,'-I 31 -K 0 -S 1 -num-slots 1',1116839470751428698,20160812.0141,90000,10000,5249,4751,0,52.49,47.51,0,0.049713,0.488411,0.512099,97.68318,102.420241,9999.926148,15788.829265,-5788.903117,0.999993,1.578883,-0.57889,259.462752,0.025946,25946.472225,0.539075,2704,0.489366,2439,0.510634,2545,0.460925,2312,0.525763,0.539075,0.532336,0.049729,0.535893,0.533928,0.5249,0.475191,0.524809,0.4751,0.524877,0.5249,0.524804,0.049729,0.535893,0.535533,0.52478,0.5249,91.583,0.65,89.4375,0.640625,89437.5,640.625,72165587,11251719,1251719,99.85,99.655,?,?,0.481,?,?
